Fecha,CCAA,Tipo_Producto,Producto_slug,Consumo_Tm
2024-06,Ceuta,BIOETANOL,Bioetanol,0
2024-06,Ceuta,FUELÓLEO  BIA,Fueloleo_BIA,4926
2024-06,Ceuta,GLP,GLP,185
2024-06,Ceuta,GASÓLEO A,GasoleoA,1001
2024-06,Ceuta,GASÓLEO B,GasoleoB,0
2024-06,Ceuta,GASÓLEO C,GasoleoC,27
2024-06,Ceuta,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,487
2024-06,Ceuta,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,59
2024-06,Ceuta,OTRAS GASOLINAS,OtrasGasolinas,0
2024-06,Ceuta,OTROS FUELÓLEOS,OtrosFueloleos,33577
2024-06,Ceuta,OTROS GASOLEOS,OtrosGasoleos,6117
2024-06,Ceuta,OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,Ceuta,QUEROSENO AVIACIÓN,QuerosenoAviacion,27
2024-06,Comunitat Valenciana,BIODIESEL,Biodiesel,246
2024-06,Comunitat Valenciana,BIOETANOL,Bioetanol,0
2024-06,Comunitat Valenciana,FUELÓLEO  BIA,Fueloleo_BIA,231
2024-06,Comunitat Valenciana,GLP,GLP,7978
2024-06,Comunitat Valenciana,GASÓLEO A,GasoleoA,173084
2024-06,Comunitat Valenciana,GASÓLEO B,GasoleoB,16427
2024-06,Comunitat Valenciana,GASÓLEO C,GasoleoC,1779
2024-06,Comunitat Valenciana,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,60103
2024-06,Comunitat Valenciana,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2352
2024-06,Comunitat Valenciana,OTRAS GASOLINAS,OtrasGasolinas,23
2024-06,Comunitat Valenciana,OTROS FUELÓLEOS,OtrosFueloleos,27516
2024-06,Comunitat Valenciana,OTROS GASOLEOS,OtrosGasoleos,16573
2024-06,Comunitat Valenciana,OTROS QUEROSENOS,OtrosQueroseno,11
2024-06,Comunitat Valenciana,QUEROSENO AVIACIÓN,QuerosenoAviacion,46091
2024-06,ESPAÑA,BIODIESEL,Biodiesel,5044
2024-06,ESPAÑA,BIOETANOL,Bioetanol,13
2024-06,ESPAÑA,FUELÓLEO  BIA,Fueloleo_BIA,206637
2024-06,ESPAÑA,GLP,GLP,79693
2024-06,ESPAÑA,GASÓLEO A,GasoleoA,1766214
2024-06,ESPAÑA,GASÓLEO B,GasoleoB,280628
2024-06,ESPAÑA,GASÓLEO C,GasoleoC,43408
2024-06,ESPAÑA,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,514230
2024-06,ESPAÑA,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,27949
2024-06,ESPAÑA,OTRAS GASOLINAS,OtrasGasolinas,480
2024-06,ESPAÑA,OTROS FUELÓLEOS,OtrosFueloleos,484393
2024-06,ESPAÑA,OTROS GASOLEOS,OtrosGasoleos,237348
2024-06,ESPAÑA,OTROS QUEROSENOS,OtrosQueroseno,13
2024-06,ESPAÑA,QUEROSENO AVIACIÓN,QuerosenoAviacion,666638
2024-06,Extremadura,BIODIESEL,Biodiesel,45
2024-06,Extremadura,BIOETANOL,Bioetanol,0
2024-06,Extremadura,FUELÓLEO  BIA,Fueloleo_BIA,256
2024-06,Extremadura,GLP,GLP,2407
2024-06,Extremadura,GASÓLEO A,GasoleoA,56025
2024-06,Extremadura,GASÓLEO B,GasoleoB,12192
2024-06,Extremadura,GASÓLEO C,GasoleoC,230
2024-06,Extremadura,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,9365
2024-06,Extremadura,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,277
2024-06,Extremadura,OTRAS GASOLINAS,OtrasGasolinas,2
2024-06,Extremadura,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,Extremadura,OTROS GASOLEOS,OtrosGasoleos,0
2024-06,Extremadura,OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,Extremadura,QUEROSENO AVIACIÓN,QuerosenoAviacion,145
2024-06,Galicia,BIODIESEL,Biodiesel,97
2024-06,Galicia,BIOETANOL,Bioetanol,0
2024-06,Galicia,FUELÓLEO  BIA,Fueloleo_BIA,8854
2024-06,Galicia,GLP,GLP,6865
2024-06,Galicia,GASÓLEO A,GasoleoA,98091
2024-06,Galicia,GASÓLEO B,GasoleoB,22108
2024-06,Galicia,GASÓLEO C,GasoleoC,7064
2024-06,Galicia,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,23225
2024-06,Galicia,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1220
2024-06,Galicia,OTRAS GASOLINAS,OtrasGasolinas,15
2024-06,Galicia,OTROS FUELÓLEOS,OtrosFueloleos,1965
2024-06,Galicia,OTROS GASOLEOS,OtrosGasoleos,16497
2024-06,Galicia,OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,Galicia,QUEROSENO AVIACIÓN,QuerosenoAviacion,6048
2024-06,"Madrid, Comunidad de",BIODIESEL,Biodiesel,389
2024-06,"Madrid, Comunidad de",BIOETANOL,Bioetanol,0
2024-06,"Madrid, Comunidad de",FUELÓLEO  BIA,Fueloleo_BIA,476
2024-06,"Madrid, Comunidad de",GLP,GLP,5707
2024-06,"Madrid, Comunidad de",GASÓLEO A,GasoleoA,147122
2024-06,"Madrid, Comunidad de",GASÓLEO B,GasoleoB,8255
2024-06,"Madrid, Comunidad de",GASÓLEO C,GasoleoC,4232
2024-06,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,67222
2024-06,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2335
2024-06,"Madrid, Comunidad de",OTRAS GASOLINAS,OtrasGasolinas,60
2024-06,"Madrid, Comunidad de",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,"Madrid, Comunidad de",OTROS GASOLEOS,OtrosGasoleos,0
2024-06,"Madrid, Comunidad de",OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,"Madrid, Comunidad de",QUEROSENO AVIACIÓN,QuerosenoAviacion,231380
2024-06,Melilla,BIODIESEL,Biodiesel,0
2024-06,Melilla,BIOETANOL,Bioetanol,0
2024-06,Melilla,FUELÓLEO  BIA,Fueloleo_BIA,4994
2024-06,Melilla,GLP,GLP,134
2024-06,Melilla,GASÓLEO A,GasoleoA,1062
2024-06,Melilla,GASÓLEO B,GasoleoB,0
2024-06,Melilla,GASÓLEO C,GasoleoC,0
2024-06,Melilla,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,530
2024-06,Melilla,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,0
2024-06,Melilla,OTRAS GASOLINAS,OtrasGasolinas,0
2024-06,Melilla,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,Melilla,OTROS GASOLEOS,OtrosGasoleos,0
2024-06,Melilla,OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,Melilla,QUEROSENO AVIACIÓN,QuerosenoAviacion,126
2024-06,"Murcia, Región de",BIODIESEL,Biodiesel,758
2024-06,"Murcia, Región de",BIOETANOL,Bioetanol,13
2024-06,"Murcia, Región de",FUELÓLEO  BIA,Fueloleo_BIA,328
2024-06,"Murcia, Región de",GLP,GLP,2751
2024-06,"Murcia, Región de",GASÓLEO A,GasoleoA,76808
2024-06,"Murcia, Región de",GASÓLEO B,GasoleoB,11326
2024-06,"Murcia, Región de",GASÓLEO C,GasoleoC,430
2024-06,"Murcia, Región de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,14407
2024-06,"Murcia, Región de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,607
2024-06,"Murcia, Región de",OTRAS GASOLINAS,OtrasGasolinas,0
2024-06,"Murcia, Región de",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,"Murcia, Región de",OTROS GASOLEOS,OtrosGasoleos,901
2024-06,"Murcia, Región de",OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,"Murcia, Región de",QUEROSENO AVIACIÓN,QuerosenoAviacion,1721
2024-06,"Navarra, Comunidad Foral de",BIODIESEL,Biodiesel,299
2024-06,"Navarra, Comunidad Foral de",BIOETANOL,Bioetanol,0
2024-06,"Navarra, Comunidad Foral de",FUELÓLEO  BIA,Fueloleo_BIA,347
2024-06,"Navarra, Comunidad Foral de",GLP,GLP,714
2024-06,"Navarra, Comunidad Foral de",GASÓLEO A,GasoleoA,44518
2024-06,"Navarra, Comunidad Foral de",GASÓLEO B,GasoleoB,6799
2024-06,"Navarra, Comunidad Foral de",GASÓLEO C,GasoleoC,364
2024-06,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,7222
2024-06,"Navarra, Comunidad Foral de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,262
2024-06,"Navarra, Comunidad Foral de",OTRAS GASOLINAS,OtrasGasolinas,2
2024-06,"Navarra, Comunidad Foral de",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,"Navarra, Comunidad Foral de",OTROS GASOLEOS,OtrosGasoleos,0
2024-06,"Navarra, Comunidad Foral de",OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,"Navarra, Comunidad Foral de",QUEROSENO AVIACIÓN,QuerosenoAviacion,106
2024-06,País Vasco,BIODIESEL,Biodiesel,906
2024-06,País Vasco,BIOETANOL,Bioetanol,0
2024-06,País Vasco,FUELÓLEO  BIA,Fueloleo_BIA,356
2024-06,País Vasco,GLP,GLP,1912
2024-06,País Vasco,GASÓLEO A,GasoleoA,143538
2024-06,País Vasco,GASÓLEO B,GasoleoB,10619
2024-06,País Vasco,GASÓLEO C,GasoleoC,2334
2024-06,País Vasco,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,20097
2024-06,País Vasco,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,948
2024-06,País Vasco,OTRAS GASOLINAS,OtrasGasolinas,4
2024-06,País Vasco,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,País Vasco,OTROS GASOLEOS,OtrosGasoleos,2474
2024-06,País Vasco,OTROS QUEROSENOS,OtrosQueroseno,1
2024-06,País Vasco,QUEROSENO AVIACIÓN,QuerosenoAviacion,9035
2024-06,"Rioja, La",BIODIESEL,Biodiesel,24
2024-06,"Rioja, La",BIOETANOL,Bioetanol,0
2024-06,"Rioja, La",FUELÓLEO  BIA,Fueloleo_BIA,39
2024-06,"Rioja, La",GLP,GLP,359
2024-06,"Rioja, La",GASÓLEO A,GasoleoA,12000
2024-06,"Rioja, La",GASÓLEO B,GasoleoB,3195
2024-06,"Rioja, La",GASÓLEO C,GasoleoC,496
2024-06,"Rioja, La",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,2708
2024-06,"Rioja, La",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,100
2024-06,"Rioja, La",OTRAS GASOLINAS,OtrasGasolinas,5
2024-06,"Rioja, La",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-06,"Rioja, La",OTROS GASOLEOS,OtrosGasoleos,0
2024-06,"Rioja, La",OTROS QUEROSENOS,OtrosQueroseno,0
2024-06,"Rioja, La",QUEROSENO AVIACIÓN,QuerosenoAviacion,25
2024-07,Andalucía,BIODIESEL,Biodiesel,616
2024-07,Andalucía,BIOETANOL,Bioetanol,0
2024-07,Andalucía,FUELÓLEO  BIA,Fueloleo_BIA,37924
2024-07,Andalucía,GLP,GLP,17796
2024-07,Andalucía,GASÓLEO A,GasoleoA,305496
2024-07,Andalucía,GASÓLEO B,GasoleoB,53983
2024-07,Andalucía,GASÓLEO C,GasoleoC,2339
2024-07,Andalucía,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,89986
2024-07,Andalucía,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,3751
2024-07,Andalucía,OTRAS GASOLINAS,OtrasGasolinas,128
2024-07,Andalucía,OTROS FUELÓLEOS,OtrosFueloleos,248537
2024-07,Andalucía,OTROS GASOLEOS,OtrosGasoleos,45167
2024-07,Andalucía,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Andalucía,QUEROSENO AVIACIÓN,QuerosenoAviacion,68170
2024-07,Aragón,BIODIESEL,Biodiesel,546
2024-07,Aragón,BIOETANOL,Bioetanol,0
2024-07,Aragón,FUELÓLEO  BIA,Fueloleo_BIA,129
2024-07,Aragón,GLP,GLP,2348
2024-07,Aragón,GASÓLEO A,GasoleoA,72830
2024-07,Aragón,GASÓLEO B,GasoleoB,21898
2024-07,Aragón,GASÓLEO C,GasoleoC,2019
2024-07,Aragón,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,17014
2024-07,Aragón,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,731
2024-07,Aragón,OTRAS GASOLINAS,OtrasGasolinas,17
2024-07,Aragón,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Aragón,OTROS GASOLEOS,OtrosGasoleos,0
2024-07,Aragón,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Aragón,QUEROSENO AVIACIÓN,QuerosenoAviacion,6471
2024-07,"Asturias, Principado de",BIODIESEL,Biodiesel,45
2024-07,"Asturias, Principado de",BIOETANOL,Bioetanol,0
2024-07,"Asturias, Principado de",FUELÓLEO  BIA,Fueloleo_BIA,262
2024-07,"Asturias, Principado de",GLP,GLP,1760
2024-07,"Asturias, Principado de",GASÓLEO A,GasoleoA,35516
2024-07,"Asturias, Principado de",GASÓLEO B,GasoleoB,5934
2024-07,"Asturias, Principado de",GASÓLEO C,GasoleoC,1578
2024-07,"Asturias, Principado de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,11008
2024-07,"Asturias, Principado de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,585
2024-07,"Asturias, Principado de",OTRAS GASOLINAS,OtrasGasolinas,1
2024-07,"Asturias, Principado de",OTROS FUELÓLEOS,OtrosFueloleos,936
2024-07,"Asturias, Principado de",OTROS GASOLEOS,OtrosGasoleos,3647
2024-07,"Asturias, Principado de",OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,"Asturias, Principado de",QUEROSENO AVIACIÓN,QuerosenoAviacion,1936
2024-07,"Balears, Illes",BIODIESEL,Biodiesel,0
2024-07,"Balears, Illes",BIOETANOL,Bioetanol,0
2024-07,"Balears, Illes",FUELÓLEO  BIA,Fueloleo_BIA,0
2024-07,"Balears, Illes",GLP,GLP,4466
2024-07,"Balears, Illes",GASÓLEO A,GasoleoA,38866
2024-07,"Balears, Illes",GASÓLEO B,GasoleoB,3512
2024-07,"Balears, Illes",GASÓLEO C,GasoleoC,14626
2024-07,"Balears, Illes",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,31431
2024-07,"Balears, Illes",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1334
2024-07,"Balears, Illes",OTRAS GASOLINAS,OtrasGasolinas,32
2024-07,"Balears, Illes",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,"Balears, Illes",OTROS GASOLEOS,OtrosGasoleos,7716
2024-07,"Balears, Illes",OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,"Balears, Illes",QUEROSENO AVIACIÓN,QuerosenoAviacion,99215
2024-07,Canarias,BIODIESEL,Biodiesel,56
2024-07,Canarias,BIOETANOL,Bioetanol,0
2024-07,Canarias,FUELÓLEO  BIA,Fueloleo_BIA,159028
2024-07,Canarias,GLP,GLP,6332
2024-07,Canarias,GASÓLEO A,GasoleoA,55533
2024-07,Canarias,GASÓLEO B,GasoleoB,0
2024-07,Canarias,GASÓLEO C,GasoleoC,0
2024-07,Canarias,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,38272
2024-07,Canarias,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,8432
2024-07,Canarias,OTRAS GASOLINAS,OtrasGasolinas,4
2024-07,Canarias,OTROS FUELÓLEOS,OtrosFueloleos,62552
2024-07,Canarias,OTROS GASOLEOS,OtrosGasoleos,119124
2024-07,Canarias,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Canarias,QUEROSENO AVIACIÓN,QuerosenoAviacion,87544
2024-07,Cantabria,BIODIESEL,Biodiesel,420
2024-07,Cantabria,BIOETANOL,Bioetanol,0
2024-07,Cantabria,FUELÓLEO  BIA,Fueloleo_BIA,449
2024-07,Cantabria,GLP,GLP,1356
2024-07,Cantabria,GASÓLEO A,GasoleoA,27310
2024-07,Cantabria,GASÓLEO B,GasoleoB,4106
2024-07,Cantabria,GASÓLEO C,GasoleoC,112
2024-07,Cantabria,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,8995
2024-07,Cantabria,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,351
2024-07,Cantabria,OTRAS GASOLINAS,OtrasGasolinas,2
2024-07,Cantabria,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Cantabria,OTROS GASOLEOS,OtrosGasoleos,1078
2024-07,Cantabria,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Cantabria,QUEROSENO AVIACIÓN,QuerosenoAviacion,1067
2024-07,Castilla - La Mancha,BIODIESEL,Biodiesel,279
2024-07,Castilla - La Mancha,BIOETANOL,Bioetanol,0
2024-07,Castilla - La Mancha,FUELÓLEO  BIA,Fueloleo_BIA,290
2024-07,Castilla - La Mancha,GLP,GLP,3368
2024-07,Castilla - La Mancha,GASÓLEO A,GasoleoA,104132
2024-07,Castilla - La Mancha,GASÓLEO B,GasoleoB,34772
2024-07,Castilla - La Mancha,GASÓLEO C,GasoleoC,2418
2024-07,Castilla - La Mancha,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,25041
2024-07,Castilla - La Mancha,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,879
2024-07,Castilla - La Mancha,OTRAS GASOLINAS,OtrasGasolinas,4
2024-07,Castilla - La Mancha,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Castilla - La Mancha,OTROS GASOLEOS,OtrosGasoleos,0
2024-07,Castilla - La Mancha,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Castilla - La Mancha,QUEROSENO AVIACIÓN,QuerosenoAviacion,81
2024-07,Castilla y León,BIODIESEL,Biodiesel,272
2024-07,Castilla y León,BIOETANOL,Bioetanol,12
2024-07,Castilla y León,FUELÓLEO  BIA,Fueloleo_BIA,649
2024-07,Castilla y León,GLP,GLP,4580
2024-07,Castilla y León,GASÓLEO A,GasoleoA,153983
2024-07,Castilla y León,GASÓLEO B,GasoleoB,52228
2024-07,Castilla y León,GASÓLEO C,GasoleoC,3954
2024-07,Castilla y León,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,35059
2024-07,Castilla y León,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1931
2024-07,Castilla y León,OTRAS GASOLINAS,OtrasGasolinas,88
2024-07,Castilla y León,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Castilla y León,OTROS GASOLEOS,OtrosGasoleos,0
2024-07,Castilla y León,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Castilla y León,QUEROSENO AVIACIÓN,QuerosenoAviacion,526
2024-07,Cataluña,BIODIESEL,Biodiesel,903
2024-07,Cataluña,BIOETANOL,Bioetanol,0
2024-07,Cataluña,FUELÓLEO  BIA,Fueloleo_BIA,22589
2024-07,Cataluña,GLP,GLP,13948
2024-07,Cataluña,GASÓLEO A,GasoleoA,298590
2024-07,Cataluña,GASÓLEO B,GasoleoB,30825
2024-07,Cataluña,GASÓLEO C,GasoleoC,3067
2024-07,Cataluña,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,105991
2024-07,Cataluña,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,5039
2024-07,Cataluña,OTRAS GASOLINAS,OtrasGasolinas,119
2024-07,Cataluña,OTROS FUELÓLEOS,OtrosFueloleos,96564
2024-07,Cataluña,OTROS GASOLEOS,OtrosGasoleos,22998
2024-07,Cataluña,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Cataluña,QUEROSENO AVIACIÓN,QuerosenoAviacion,138798
2024-07,Ceuta,BIODIESEL,Biodiesel,0
2024-07,Ceuta,BIOETANOL,Bioetanol,0
2024-07,Ceuta,FUELÓLEO  BIA,Fueloleo_BIA,2489
2024-07,Ceuta,GLP,GLP,201
2024-07,Ceuta,GASÓLEO A,GasoleoA,1144
2024-07,Ceuta,GASÓLEO B,GasoleoB,0
2024-07,Ceuta,GASÓLEO C,GasoleoC,27
2024-07,Ceuta,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,592
2024-07,Ceuta,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,105
2024-07,Ceuta,OTRAS GASOLINAS,OtrasGasolinas,0
2024-07,Ceuta,OTROS FUELÓLEOS,OtrosFueloleos,7511
2024-07,Ceuta,OTROS GASOLEOS,OtrosGasoleos,7056
2024-07,Ceuta,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Ceuta,QUEROSENO AVIACIÓN,QuerosenoAviacion,54
2024-07,Comunitat Valenciana,BIODIESEL,Biodiesel,336
2024-07,Comunitat Valenciana,BIOETANOL,Bioetanol,0
2024-07,Comunitat Valenciana,FUELÓLEO  BIA,Fueloleo_BIA,216
2024-07,Comunitat Valenciana,GLP,GLP,9055
2024-07,Comunitat Valenciana,GASÓLEO A,GasoleoA,186191
2024-07,Comunitat Valenciana,GASÓLEO B,GasoleoB,17267
2024-07,Comunitat Valenciana,GASÓLEO C,GasoleoC,1692
2024-07,Comunitat Valenciana,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,72265
2024-07,Comunitat Valenciana,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2880
2024-07,Comunitat Valenciana,OTRAS GASOLINAS,OtrasGasolinas,37
2024-07,Comunitat Valenciana,OTROS FUELÓLEOS,OtrosFueloleos,23298
2024-07,Comunitat Valenciana,OTROS GASOLEOS,OtrosGasoleos,18748
2024-07,Comunitat Valenciana,OTROS QUEROSENOS,OtrosQueroseno,1
2024-07,Comunitat Valenciana,QUEROSENO AVIACIÓN,QuerosenoAviacion,50833
2024-07,ESPAÑA,BIODIESEL,Biodiesel,6683
2024-07,ESPAÑA,BIOETANOL,Bioetanol,12
2024-07,ESPAÑA,FUELÓLEO  BIA,Fueloleo_BIA,237567
2024-07,ESPAÑA,GLP,GLP,87648
2024-07,ESPAÑA,GASÓLEO A,GasoleoA,1880115
2024-07,ESPAÑA,GASÓLEO B,GasoleoB,304329
2024-07,ESPAÑA,GASÓLEO C,GasoleoC,46533
2024-07,ESPAÑA,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,594542
2024-07,ESPAÑA,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,32954
2024-07,ESPAÑA,OTRAS GASOLINAS,OtrasGasolinas,549
2024-07,ESPAÑA,OTROS FUELÓLEOS,OtrosFueloleos,440662
2024-07,ESPAÑA,OTROS GASOLEOS,OtrosGasoleos,240152
2024-07,ESPAÑA,OTROS QUEROSENOS,OtrosQueroseno,3
2024-07,ESPAÑA,QUEROSENO AVIACIÓN,QuerosenoAviacion,722757
2024-07,Extremadura,BIODIESEL,Biodiesel,70
2024-07,Extremadura,BIOETANOL,Bioetanol,0
2024-07,Extremadura,FUELÓLEO  BIA,Fueloleo_BIA,201
2024-07,Extremadura,GLP,GLP,2500
2024-07,Extremadura,GASÓLEO A,GasoleoA,57587
2024-07,Extremadura,GASÓLEO B,GasoleoB,12938
2024-07,Extremadura,GASÓLEO C,GasoleoC,295
2024-07,Extremadura,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,10816
2024-07,Extremadura,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,349
2024-07,Extremadura,OTRAS GASOLINAS,OtrasGasolinas,3
2024-07,Extremadura,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Extremadura,OTROS GASOLEOS,OtrosGasoleos,0
2024-07,Extremadura,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Extremadura,QUEROSENO AVIACIÓN,QuerosenoAviacion,155
2024-07,Galicia,BIODIESEL,Biodiesel,81
2024-07,Galicia,BIOETANOL,Bioetanol,0
2024-07,Galicia,FUELÓLEO  BIA,Fueloleo_BIA,9624
2024-07,Galicia,GLP,GLP,7512
2024-07,Galicia,GASÓLEO A,GasoleoA,114101
2024-07,Galicia,GASÓLEO B,GasoleoB,21961
2024-07,Galicia,GASÓLEO C,GasoleoC,7105
2024-07,Galicia,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,28576
2024-07,Galicia,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1592
2024-07,Galicia,OTRAS GASOLINAS,OtrasGasolinas,17
2024-07,Galicia,OTROS FUELÓLEOS,OtrosFueloleos,1108
2024-07,Galicia,OTROS GASOLEOS,OtrosGasoleos,9656
2024-07,Galicia,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Galicia,QUEROSENO AVIACIÓN,QuerosenoAviacion,6998
2024-07,"Madrid, Comunidad de",BIODIESEL,Biodiesel,503
2024-07,"Madrid, Comunidad de",BIOETANOL,Bioetanol,0
2024-07,"Madrid, Comunidad de",FUELÓLEO  BIA,Fueloleo_BIA,291
2024-07,"Madrid, Comunidad de",GLP,GLP,5966
2024-07,"Madrid, Comunidad de",GASÓLEO A,GasoleoA,148017
2024-07,"Madrid, Comunidad de",GASÓLEO B,GasoleoB,8455
2024-07,"Madrid, Comunidad de",GASÓLEO C,GasoleoC,4153
2024-07,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,68547
2024-07,"Madrid, Comunidad de",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,2561
2024-07,"Madrid, Comunidad de",OTRAS GASOLINAS,OtrasGasolinas,74
2024-07,"Madrid, Comunidad de",OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,"Madrid, Comunidad de",OTROS GASOLEOS,OtrosGasoleos,0
2024-07,"Madrid, Comunidad de",OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,"Madrid, Comunidad de",QUEROSENO AVIACIÓN,QuerosenoAviacion,247936
2024-07,Melilla,BIODIESEL,Biodiesel,0
2024-07,Melilla,BIOETANOL,Bioetanol,0
2024-07,Melilla,FUELÓLEO  BIA,Fueloleo_BIA,2596
2024-07,Melilla,GLP,GLP,90
2024-07,Melilla,GASÓLEO A,GasoleoA,1395
2024-07,Melilla,GASÓLEO B,GasoleoB,0
2024-07,Melilla,GASÓLEO C,GasoleoC,0
2024-07,Melilla,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,658
2024-07,Melilla,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,0
2024-07,Melilla,OTRAS GASOLINAS,OtrasGasolinas,0
2024-07,Melilla,OTROS FUELÓLEOS,OtrosFueloleos,0
2024-07,Melilla,OTROS GASOLEOS,OtrosGasoleos,0
2024-07,Melilla,OTROS QUEROSENOS,OtrosQueroseno,0
2024-07,Melilla,QUEROSENO AVIACIÓN,QuerosenoAviacion,195
2024-07,"Murcia, Región de",BIODIESEL,Biodiesel,968
2024-07,"Murcia, Región de",BIOETANOL,Bioetanol,0
2024-07,"Murcia, Región de",FUELÓLEO  BIA,Fueloleo_BIA,303
2024-07,"Murcia, Región de",GLP,GLP,2824
2024-07,"Murcia, Región de",GASÓLEO A,GasoleoA,82202
2024-07,"Murcia, Región de",GASÓLEO B,GasoleoB,12353
2024-07,"Murcia, Región de",GASÓLEO C,GasoleoC,377
2024-07,"Murcia, Región de",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,16693
